Index,SMILES,ST Gap,HL Gap,S1,T1
6824,Cc1c(C)c(-c2cccc3c(=O)cc[nH]c23)c(C)c(C)c1-c1cccc2nccnc12,0.4302,3.494215874,3.1685,2.7383
6825,Cc1c(C)c(-c2cccc3c(=O)cc[nH]c23)c(C)c(C)c1-c1c2nc[nH]c2cc2[nH]cnc12,0.7697,4.505935726,3.7323,2.9626
6826,Cc1c(C)c(-c2c3[nH]cnc3nc3nc[nH]c23)c(C)c(C)c1-c1ccc(-c2ccccn2)nc1,1.0358,4.411784282,4.1294,3.0936
6827,Cc1c(C)c(-n2ccc3cc4ccoc4cc32)c(C)c(C)c1-c1nc2nc3ncoc3cc2o1,0.1963,3.37693474,3.0285,2.8322
6828,Cc1c(C)c(-c2c3ccoc3cc3ccoc23)c(C)c(C)c1-c1c2nc[nH]c2cc2[nH]cnc12,1.3331,4.514915488,4.1201,2.787
6829,Cc1c(C)c(-c2c3ncsc3cc3ncsc23)c(C)c(C)c1-c1c2ccoc2cc2ccoc12,0.8791,3.99599409,3.6743,2.7952
6830,Cc1c(C)c(-n2cnc3cc4nc[nH]c4cc32)c(C)c(C)c1-c1ccc(C#N)cc1,0.6319,3.984293188,3.6797,3.0478
6831,Cc1c(C)c(-n2cnc3cc4nc[nH]c4cc32)c(C)c(C)c1-c1ccnc2ccncc12,0.3907,3.57421739,3.2475,2.8568
6832,Cc1c(C)c(-n2cnc3cc4nc[nH]c4cc32)c(C)c(C)c1-c1cc(C=O)ccc1C=O,0.0002,2.767127266,2.4526,2.4524
6833,Cc1c(C)c(-n2cnc3cc4nc[nH]c4cc32)c(C)c(C)c1-c1cnc2sc3ncccc3c2c1,0.4066,3.745377096,3.4535,3.0469
6834,Cc1c(C)c(-n2ccc3nc4ccoc4nc32)c(C)c(C)c1-c1cccc2ncncc12,0.8866,4.182120066,3.7257,2.8391
6835,Cc1c(C)c(-n2ccc3nc4ccoc4nc32)c(C)c(C)c1-c1cccc2scnc12,1.0664,4.524167364,3.9204,2.854
6836,Cc1c(C)c([SH](=O)=O)c(C)c(C)c1-n1cnc2nc3nc[nH]c3cc21,0.8388,4.65995225,4.067,3.2282
6837,Cc1c(C)c(-n2cnc3nc4nc[nH]c4cc32)c(C)c(C)c1-c1cncc2nccnc12,0.2473,3.325777308,3.0148,2.7675
6838,Cc1c(C)c(-n2cnc3nc4nc[nH]c4cc32)c(C)c(C)c1-c1c[nH]c2nc3occc3nc12,0.9095,4.043886154,3.7347,2.8252
6839,Cc1c(C)c(-c2nc3cc4ocnc4cc3o2)c(C)c(C)c1-c1cnc2cnccc2c1,1.0134,4.350286518,3.8519,2.8385
6840,Cc1c(C)c(-c2cccc3ncncc23)c(C)c(C)c1-c1nc2cc3ocnc3cc2o1,0.8971,4.362531648,3.733,2.8359
6841,Cc1c(C)c(-c2cccc3c2ncn3C)c(C)c(C)c1-c1nc2cc3ocnc3cc2o1,1.1576,4.684170396,4.2009,3.0433
6842,Cc1c(C)c(-c2cc(C=O)ccc2C=O)c(C)c(C)c1-c1nc2cc3ocnc3cc2o1,0.35,3.575033732,3.0885,2.7385
6843,Cc1c(C)c(-c2nc3cc4ocnc4cc3o2)c(C)c(C)c1-c1cccc(C(F)(F)F)c1,1.3123,4.784036234,4.3715,3.0592
6844,Cc1c(C)c(-n2cnc3nc4nc[nH]c4nc32)c(C)c(C)c1-c1ccc(C#N)cc1,0.8068,4.632196622,3.7712,2.9644
6845,CC(=O)c1ccc(-c2c(C)c(C)c(-n3cnc4nc5nc[nH]c5nc43)c(C)c2C)cc1,0.7575,4.554644132,3.7227,2.9652
6846,Cc1c(C)c(-n2cnc3nc4nc[nH]c4nc32)c(C)c(C)c1-c1ccc2c(c1)[nH]c1ccccc12,0.8068,4.158174034,3.7688,2.962
6847,Cc1c(C)c(-n2cnc3nc4nc[nH]c4nc32)c(C)c(C)c1-c1c(F)c(F)c(F)c(F)c1F,0.8071,4.63138028,3.7712,2.9641
6848,Cc1c(C)c(-n2cnc3nc4nc[nH]c4nc32)c(C)c(C)c1-c1ccc2c(c1)[nH]c1ccncc12,0.8067,4.510017436,3.7695,2.9628
6849,Cc1c(C)c(-n2cnc3nc4nc[nH]c4nc32)c(C)c(C)c1-c1cncc2c1[nH]c1ccncc12,0.8085,4.63138028,3.7715,2.963
6850,Cc1c(C)c(-n2cnc3nc4nc[nH]c4nc32)c(C)c(C)c1-c1ccnc2c1ccc1cccnc12,2.9805,3.934224212,3.295,0.3145
6851,Cc1c(C)c(-c2cccc3c2ncn3C)c(C)c(C)c1-c1ccc2c(c1)oc1ccccc12,1.1848,4.8708406,4.3487,3.1639
6852,Cc1c(C)c(-c2c3ncoc3cc3ncoc23)c(C)c(C)c1-c1ccc2c(c1)oc1ccccc12,0.9994,4.667027214,4.0892,3.0898
6853,Cc1c(C)c(-c2cccc3c2ncn3C)c(C)c(C)c1-c1ccc2c(c1)[nH]c1ncccc12,0.9717,4.710021226,4.067,3.0953
6854,Cc1c(C)c(-c2c3ncoc3cc3ncoc23)c(C)c(C)c1-c1ccc2c(c1)[nH]c1ncccc12,0.981,4.50484727,4.0698,3.0888
6855,Cc1c(C)c(-n2c3ccccc3c3cnccc32)c(C)c(C)c1-c1nncn1C,1.0157,4.931794136,4.2469,3.2312
6856,Cc1c(C)c(-n2c3ccccc3c3cnccc32)c(C)c(C)c1-c1cccc2ncncc12,0.6991,3.8776245,3.5354,2.8363
6857,Cc1c(C)c(-n2c3ccccc3c3cnccc32)c(C)c(C)c1-c1c2nc[nH]c2cc2[nH]cnc12,1.1796,4.53341924,4.1356,2.956
6858,Cc1c(C)c(-n2c3ccccc3c3cnccc32)c(C)c(C)c1-c1nc2cc3ncoc3nc2o1,0.3828,4.01096036,3.6099,3.2271
6859,Cc1c(C)c(-c2nnc[nH]2)c(C)c(C)c1-c1ccc2c(c1)oc1ncccc12,1.2392,4.845533998,4.351,3.1118
6860,Cc1c(C)c(-n2c3ccncc3c3cnccc32)c(C)c(C)c1-c1cccc2nccnc12,0.7732,4.02048435,3.523,2.7498
6861,Cc1c(C)c(-n2c3ccncc3c3cnccc32)c(C)c(C)c1-c1nc2nc3ocnc3nc2o1,0.7283,3.834630488,3.4912,2.7629
6862,Cc1c(C)c(N(c2ccccc2)c2ccccc2)c(C)c(C)c1-c1cncs1,0.6599,4.350830746,3.8655,3.2056
6863,Cc1c(C)c(N(c2ccccc2)c2ccccc2)c(C)c(C)c1-c1nc2cc3ncoc3nc2o1,0.1292,3.535032974,3.1684,3.0392
6864,Cc1c(C)c(N(c2ccccc2)c2ccccc2)c(C)c(C)c1-c1nc2nc3ocnc3nc2o1,0.1183,2.905089064,2.5503,2.432
6865,Cc1c(C)c(-c2cnc3oc4ncccc4c3c2)c(C)c(C)c1-c1cnoc1,0.9807,4.610155388,4.0956,3.1149
6866,Cc1c(C)c(-c2cccc3ncncc23)c(C)c(C)c1-c1cnc2oc3ncccc3c2c1,0.9093,4.506752068,3.7427,2.8334
6867,Cc1c(C)c(-c2nc3nc4ncoc4cc3o2)c(C)c(C)c1-c1cnc2oc3ncccc3c2c1,1.0404,4.681449256,4.1553,3.1149
6868,Cc1c(C)c(-c2nc3nc4ocnc4nc3o2)c(C)c(C)c1-c1cnc2oc3ncccc3c2c1,1.7038,3.731771396,2.6941,0.9903
6869,Cc1c(C)c(-c2nncn2C)c(C)c(C)c1-c1ccc2cc(N(C)C)ccc2c1,1.1067,4.165248998,3.6753,2.5686
6870,Cc1c(C)c(-c2c3ncoc3cc3ncoc23)c(C)c(C)c1-c1cc2c3c(c1)CCCN3CCC2,0.1256,3.518978248,3.206,3.0804
6871,Cc1c(C)c(-c2nc3cc4ncoc4nc3o2)c(C)c(C)c1-c1cc2c3c(c1)CCCN3CCC2,0.025,3.313260064,3.0072,2.9822
6872,Cc1c(C)c(-c2cncs2)c(C)c(C)c1-c1ccc2cnc3ccccc3c2c1,1.2167,4.74294702,4.0282,2.8115
6873,Cc1c(C)c(-c2nncs2)c(C)c(C)c1-c1ccc2cnc3ccccc3c2c1,1.217,4.7483893,4.0283,2.8113
6874,Cc1c(C)c(-c2nncn2C)c(C)c(C)c1-c1ccnc2c1ccc1cccnc12,1.2062,4.769342078,4.0161,2.8099
6875,Cc1c(C)c(-c2cccc3nccnc23)c(C)c(C)c1-c1ccnc2c1ccc1cccnc12,0.7514,4.061845678,3.4899,2.7385
6876,Cc1c(C)c(-c2c3nc[nH]c3cc3[nH]cnc23)c(C)c(C)c1-c1ccnc2c1ccc1cccnc12,2.9866,3.869188966,3.2865,0.2999
6877,Cc1c(C)c(-c2c3ncsc3cc3ncsc23)c(C)c(C)c1-c1ccc2c(c1)C(C)c1ccccc1-2,1.0114,4.249604338,3.9016,2.8902
6878,Cc1c(C)c(-c2nc3cc4ncoc4nc3o2)c(C)c(C)c1-c1ccc2c3ccccc3n(C)c2c1,0.4736,3.891502314,3.6126,3.139
6879,Cc1c(C)c(-c2nc3nc4ncoc4cc3o2)c(C)c(C)c1-c1ccc2[nH]c3c(C)cccc3c2c1,2.9919,3.519522476,2.7148,-0.2771
6880,Cc1c(C)c(-c2cccc3scnc23)c(C)c(C)c1-c1ccc2c(c1)-c1ncccc1[SiH2:2]2,1.0934,4.581583418,4.0841,2.9907
6881,Cc1c(C)c(-c2c3[nH]cnc3nc3nc[nH]c23)c(C)c(C)c1-c1ccc2c(c1)-c1ncccc1[SiH2:2]2,1.0853,4.367157586,4.0804,2.9951
6882,Cc1c(C)c(-c2nnc[nH]2)c(C)c(C)c1-c1ccc2c(c1)-c1ccncc1[SiH2:2]2,1.1795,4.700497236,4.2076,3.0281
6883,Cc1c(C)c(-c2nc3nc4ncoc4cc3o2)c(C)c(C)c1-c1ccc2c(c1)-c1ccncc1[SiH2:2]2,1.1029,4.67491852,4.1316,3.0287
6884,Cc1c(C)c(N2c3ccccc3Oc3ccccc32)c(C)c(C)c1-c1cccc2nn[nH]c12,0.3374,3.481426516,3.1399,2.8025
6885,Cc1c(C)c(-c2nc3nc4ncoc4nc3o2)c(C)c(C)c1-c1cnc2c(c1)-c1cccnc1[SiH2:2]2,0.7907,4.215590088,3.7237,2.933
6886,Cc1c(C)c(-c2c3nc[nH]c3cc3[nH]cnc23)c(C)c(C)c1-c1cnc2c(c1)[SiH2:2]c1cccnc1-2,0.8576,4.256951416,3.8112,2.9536
6887,Cc1c(C)c(-c2nc3nc4ocnc4nc3o2)c(C)c(C)c1-c1ccc2c(c1)Oc1ccccc1O2,0.2028,3.209312516,2.9392,2.7364
6888,Cc1c(C)c(-c2cccc3nn[nH]c23)c(C)c(C)c1-c1ccc2c(c1)sc1ncccc12,0.9883,4.774512244,4.0959,3.1076
6889,Cc1c(C)c(-c2c3nc[nH]c3cc3[nH]cnc23)c(C)c(C)c1-c1ccc2c(c1)sc1ncccc12,1.0308,4.379402716,3.9851,2.9543
6890,Cc1c(C)c(-c2nc3nc4ncoc4cc3o2)c(C)c(C)c1-c1cnc2sc3ncccc3c2c1,0.9059,4.681177142,4.051,3.1451
6891,Cc1c(C)c(-c2c3ncsc3cc3ncsc23)c(C)c(C)c1-c1cnccn1,1.0617,4.566889262,3.9512,2.8895
6892,CC(=O)c1ccc(-c2c(C)c(C)c(-c3c4ncsc4cc4ncsc34)c(C)c2C)cc1,0.8493,4.554644132,3.7411,2.8918
6893,Cc1c(C)c(-c2c3ncsc3cc3ncsc23)c(C)c(C)c1-c1ccc(-c2ccncc2)cc1,1.0709,4.54022209,3.9614,2.8905
6894,Cc1c(C)c(-c2c3ncsc3cc3ncsc23)c(C)c(C)c1-c1ccc(-c2ncccn2)cc1,1.0242,4.49396271,3.9148,2.8906
6895,Cc1c(C)c(-c2c3ncsc3cc3ncsc23)c(C)c(C)c1-c1nc2nc3ncoc3nc2o1,0.7671,4.07490715,3.6575,2.8904
6896,Cc1c(C)c(-c2c3scnc3cc3ncsc23)c(C)c(C)c1-c1ccc(-c2ncccn2)cc1,1.1192,4.601991968,4.1338,3.0146
6897,Cc1c(C)c(-c2c3scnc3cc3ncsc23)c(C)c(C)c1-c1cccc2c1C(=O)C=CC2=O,0.3074,2.874612296,2.2653,1.9579
6898,Cc1c(C)c(-c2c3scnc3cc3ncsc23)c(C)c(C)c1-c1ccc2c(c1)[nH]c1cnccc12,1.0168,4.578590164,4.0324,3.0156
6899,Cc1c(C)c(-c2c3scnc3cc3ncsc23)c(C)c(C)c1-c1cnc2c(c1)-c1cccnc1[SiH2:2]2,0.9961,4.633012964,3.9716,2.9755
6900,Cc1c(C)c(-c2ccc(-n3cnc4ccccc43)cc2)c(C)c(C)c1-c1ccc(C#N)cc1,0.9345,4.57287577,4.3158,3.3813
6901,CC(=O)c1ccc(-c2c(C)c(C)c(-c3ccc(-n4cnc5ccccc54)cc3)c(C)c2C)cc1,0.5317,4.420219816,3.7361,3.2044
6902,Cc1c(C)c(-c2cccc([SH](=O)=O)c2)c(C)c(C)c1-c1ccc(-n2cnc3ccccc32)cc1,0.9262,4.627026456,4.3813,3.4551
6903,Cc1c(C)c(-c2nc3nc4ocnc4nc3o2)c(C)c(C)c1-c1ccc2c(c1)C(C)(C)c1ccccc1-2,0.5905,3.61231335,3.3285,2.738
6904,Cc1c(C)c(N2c3ccccc3CCc3ccccc32)c(C)c(C)c1-c1nc2nc3ocnc3nc2o1,0.5281,3.255027668,2.8955,2.3674
6905,Cc1c(C)c(-n2c3c(C)cccc3c3cccc(C)c32)c(C)c(C)c1-c1cnco1,0.6105,4.470288792,3.7874,3.1769
6906,Cc1c(C)c(-c2cnco2)c(C)c(C)c1-c1ccc2c(c1)[SiH](C)c1ccccc1-2,1.2703,4.765532482,4.1886,2.9183
6907,Cc1c(C)c(-c2nc3nc4ncoc4cc3o2)c(C)c(C)c1-c1ccc2c(c1)[SiH](C)c1ccccc1-2,1.0887,4.30756462,4.0098,2.9211
6908,Cc1c(C)c(-c2ncon2)c(C)c(C)c1-c1ccc2c(c1)[CH2:2]c1cccnc1[SiH2:2]2,0.9205,5.203363908,4.4349,3.5144
6909,Cc1c(C)c(-c2ccc3c(c2)Oc2ccccc2N3C)c(C)c(C)c1-c1cnoc1,0.8056,4.427839008,3.7697,2.9641
6910,Cc1c(C)c(-c2ncon2)c(C)c(C)c1-c1ccc2c(c1)Oc1ccccc1N2C,0.7652,4.04769575,3.7258,2.9606
6911,Cc1c(C)c(N2c3ccccc3Sc3ccccc32)c(C)c(C)c1-c1ncon1,0.4867,3.871910106,3.3894,2.9027
6912,Cc1c(C)c(N2c3ccccc3Sc3ccccc32)c(C)c(C)c1-c1cccc2nn[nH]c12,0.4821,3.740479044,3.4001,2.918
6913,Cc1c(C)c(N2c3ccccc3Sc3ccccc32)c(C)c(C)c1-c1nc2cc3ncoc3nc2o1,0.6413,3.775853864,3.3408,2.6995
6914,Cc1c(C)c(-n2c3ccccc3c3c4ccccc4[nH]c32)c(C)c(C)c1-c1nc2nc3ncoc3cc2o1,0.0104,2.974478134,2.6326,2.6222
6915,Cc1c(C)c(-c2nnn[nH]2)c(C)c(C)c1-c1ccc2c(=O)c3ccccc3n(C)c2c1,0.7817,4.055314942,3.5405,2.7588
6916,Cc1c(C)c(N2c3ccccc3C(C)(C)c3ccccc32)c(C)c(C)c1-c1nnc[nH]1,0.4761,4.460492688,3.6814,3.2053
6917,Cc1c(C)c(-c2cccc3scnc23)c(C)c(C)c1-c1ccc2c(c1)N(C)c1ccccc1N2C,0.3619,3.193802018,2.9148,2.5529
6918,Cc1c(C)c(-c2cccc3ncncc23)c(C)c(C)c1-c1cccc2c1[SiH2:2]c1cccnc1[SiH2]2,0.9092,4.463758056,3.7439,2.8347
6919,Cc1c(C)c(-c2c3[nH]cnc3nc3nc[nH]c23)c(C)c(C)c1-c1cccc2c1[SiH2:2]c1cccnc1[SiH2]2,1.2209,4.73886531,4.4207,3.1998
6920,Cc1c(C)c(-c2ncon2)c(C)c(C)c1-c1ccc2c(c1)[SiH2]c1cnccc1[SiH2:2]2,0.8717,4.950570002,4.3773,3.5056
6921,Cc1c(C)c(-c2c3[nH]cnc3nc3nc[nH]c23)c(C)c(C)c1-c1ccc2c(c1)[SiH2]c1cnccc1[SiH2:2]2,1.0773,4.52933753,4.2775,3.2002
6922,Cc1c(C)c(-c2nc3nc4ncoc4cc3o2)c(C)c(C)c1-c1ccc2c(c1)[SiH2]c1cnccc1[SiH2:2]2,0.9066,4.6803608,4.1366,3.23
6923,Cc1c(C)c(-c2nc3nc4ncoc4nc3o2)c(C)c(C)c1-c1ccc2c(c1)[SiH2]c1cnccc1[SiH2:2]2,0.7575,4.217767,3.6969,2.9394
6924,Cc1c(C)c(-c2nncn2C)c(C)c(C)c1-c1ccc2c(c1)Sc1ccccc1N2C,0.663,4.643353296,3.7903,3.1273
6925,Cc1c(C)c(-c2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)c(C)c(C)c1-c1cnoc1,0.8361,5.139417118,4.3637,3.5276
6926,Cc1c(C)c(-c2c3nc[nH]c3cc3[nH]cnc23)c(C)c(C)c1-c1ccnc2c1[SiH2:2]c1cccnc1[SiH2]2,1.2892,4.673285836,4.2467,2.9575
6927,Cc1c(C)c(-c2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)c(C)c(C)c1-c1nc2nc3ncoc3nc2o1,0.7998,4.264570608,3.7427,2.9429
6928,Cc1c(C)c(-c2ncon2)c(C)c(C)c1-c1ccc2cc3c(cc2c1)c1ccccc1n3C,1.0237,3.811228684,3.3259,2.3022
6929,Cc1c(C)c(-c2c3ncsc3cc3ncsc23)c(C)c(C)c1-c1ccc(-n2c3ccccc3c3ccccc32)cc1,0.6626,3.787554766,3.5538,2.8912
6930,Cc1c(C)c(-n2c3ccccc3c3c4c(ccc32)[nH]c2ccccc24)c(C)c(C)c1-c1nnn[nH]1,0.7216,3.987558556,3.4777,2.7561
6931,Cc1c(C)c(-n2c3ccccc3c3c4c(ccc32)[nH]c2ccccc24)c(C)c(C)c1-c1cccc2nccnc12,0.0001,2.805223226,2.4985,2.4984
6932,Cc1c(C)c(-c2ccc3c4ccccc4c4[nH]cnc4c3c2)c(C)c(C)c1C1=CC(=O)C=CC1=O,0.015,2.243852044,1.9659,1.9509
6933,Cc1c(C)c(-c2cncc3nccnc23)c(C)c(C)c1-c1ccc2c3ccccc3c3[nH]cnc3c2c1,0.2514,3.28033427,3.0012,2.7498
6934,Cc1c(C)c(-c2cccc3scnc23)c(C)c(C)c1-c1ccc2c3ccccc3c3[nH]cnc3c2c1,1.0053,4.51573183,3.876,2.8707
6935,Cc1c(C)c(-c2cccc3c2C(=O)NC3=O)c(C)c(C)c1-c1ccc2c3ccccc3c3[nH]cnc3c2c1,0.2332,3.384281818,3.1042,2.871
6936,Cc1c(C)c(-c2nc3nc4ncoc4cc3o2)c(C)c(C)c1-c1ccc2c3ccccc3c3[nH]cnc3c2c1,0.8811,4.02592663,3.7546,2.8735
6937,Cc1c(C)c(-c2ccnc3c2ccc2cccnc23)c(C)c(C)c1-c1ccc2c3ccccc3c3[nH]cnc3c2c1,1.0664,4.270285002,3.8766,2.8102
6938,CC1CC(c2cnoc2)CC(c2ccccc2)(c2ccccc2)C1,1.5897,6.1497764,5.3105,3.7208
6939,c1ccc(C2(c3ccccc3)CC(c3cnoc3)CC(n3ccnc3)C2)cc1,1.3066,5.56881301,4.9979,3.6913
6940,c1ccc(C2(c3ccccc3)CC(c3cnccn3)CC(n3ccnc3)C2)cc1,0.564,4.393824758,3.8063,3.2423
6941,c1ccc(C2(c3ccccc3)CC(c3cncc4ccccc34)CC(n3ccnc3)C2)cc1,1.0678,4.339129844,3.8092,2.7414
6942,c1ccc(C2(c3ccccc3)CC(c3nc4nc5nc[nH]c5nc4[nH]3)CC(n3ccnc3)C2)cc1,0.9126,4.482261808,3.8056,2.893
6943,c1ccc(C2(c3ccccc3)CC(c3nc4nc5ncoc5cc4o3)CC(n3ccnc3)C2)cc1,0.3099,4.133139546,3.6789,3.369
6944,c1ccc(C2(c3ccccc3)CC(c3ccc4c(c3)[nH]c3ccccc34)CC(n3ccnc3)C2)cc1,0.9531,4.78104298,4.1261,3.173
6945,c1ccc(C2(c3ccccc3)CC(c3cnc4oc5ncccc5c4c3)CC(n3ccnc3)C2)cc1,0.7795,4.39328053,3.8752,3.0957
6946,O=C(c1ccc(C2CC(n3ccnc3)CC(c3ccccc3)(c3ccccc3)C2)cc1)C(F)(F)F,0.3063,3.797078756,3.427,3.1207
6947,c1ccc(C2(c3ccccc3)CC(c3cnc4c(c3)[SiH2:2]c3cccnc3-4)CC(n3ccnc3)C2)cc1,0.9597,4.466479196,3.9608,3.0011
6948,c1ccc(C2(c3ccccc3)CC(c3ccc4sc5ncccc5c4c3)CC(n3ccnc3)C2)cc1,0.9234,4.713830822,4.0468,3.1234
6949,CC1c2ccccc2-c2ccc(C3CC(n4cccn4)CC(c4ccccc4)(c4ccccc4)C3)cc21,1.5104,4.921998032,4.5553,3.0449
6950,Fc1ccc(C2CC(c3cocn3)CC(c3ccccc3)(c3ccccc3)C2)c(F)c1F,1.5656,5.816980978,5.2533,3.6877
6951,c1ccc(C2(c3ccccc3)CC(c3cnc4sc5ncccc5c4c3)CC(c3cocn3)C2)cc1,0.9098,4.711109682,4.045,3.1352
6952,O=[SH](=O)C1CC(n2cnnc2)CC(c2ccccc2)(c2ccccc2)C1,1.5638,6.080115216,5.2669,3.7031
6953,c1ccc(C2(c3ccccc3)CC(c3ncon3)CC(n3cnnc3)C2)cc1,0.9807,5.248534832,4.6428,3.6621
6954,c1ccc(C2(c3ccccc3)CC(c3c4nc[nH]c4cc4[nH]cnc34)CC(n3cnnc3)C2)cc1,1.5007,4.831928298,4.4713,2.9706
6955,c1ccc(C2(c3ccccc3)CC(c3ccc4c(c3)oc3ccccc34)CC(n3cnnc3)C2)cc1,1.319,4.992475558,4.4977,3.1787
6956,c1ccc(C2(c3ccccc3)CC(c3ccc4c(c3)oc3ncccc34)CC(n3cnnc3)C2)cc1,1.3375,4.852336848,4.4621,3.1246
6957,c1ccc(C2(c3ccccc3)CC(c3cccc4cc5ccccc5cc34)CC(n3cnnc3)C2)cc1,1.416,3.568230882,3.233,1.817
6958,c1ccc(C2(c3ccccc3)CC(c3ccc4c(c3)-c3ccncc3[SiH2:2]4)CC(n3cnnc3)C2)cc1,1.2649,4.878731906,4.2497,2.9848
6959,c1ccc(C2(c3ccccc3)CC(c3c4ncsc4cc4ncsc34)CC(n3cnnc3)C2)cc1,1.1414,4.533147126,4.0114,2.87
6960,c1ccc(C2(c3ccccc3)CC(c3nc4nc5ncoc5nc4o3)CC(c3cccs3)C2)cc1,0.3479,3.812589254,3.3705,3.0226
6961,O=c1[nH]ccn1C1CC(c2nc3nc4ncoc4cc3o2)CC(c2ccccc2)(c2ccccc2)C1,0.001,3.552176156,3.1717,3.1707
6962,c1ccc(C2(c3ccccc3)CC(c3c4nc[nH]c4cc4[nH]cnc34)CC(n3ccc4ccccc43)C2)cc1,0.6463,4.00687865,3.5953,2.949
6963,c1ccc(C2(c3ccccc3)CC(c3ncns3)CC(n3ccc4cnccc43)C2)cc1,0.2832,4.030552568,3.5056,3.2224
6964,c1ccc(C2(c3ccccc3)CC(c3cccc4nn[nH]c34)CC(n3ccc4cnccc43)C2)cc1,0.7766,4.461581144,3.9813,3.2047
6965,c1ccc(C2(c3ccccc3)CC(c3cccc4nccnc34)CC(n3ccc4cnccc43)C2)cc1,0.1029,3.203053894,2.672,2.5691
6966,c1ccc(C2(c3ccccc3)CC(c3nnco3)CC(n3cnc4ccccc43)C2)cc1,1.2139,5.169621772,4.685,3.4711
6967,c1ccc(C2(c3ccccc3)CC(c3nncs3)CC(n3cnc4ccccc43)C2)cc1,0.6464,4.53477981,4.1253,3.4789
6968,c1ccc(C2(c3ccccc3)CC(c3cnc4ccccc4c3)CC(n3cnc4ccccc43)C2)cc1,1.3284,4.624033202,4.1741,2.8457
6969,Fc1cc(F)c(F)c(C2CC(n3cnc4ccccc43)CC(c3ccccc3)(c3ccccc3)C2)c1F,1.1989,5.05859926,4.6644,3.4655
6970,c1ccc(C2(c3ccccc3)CC(c3nc4nc5ncoc5nc4o3)CC(n3cnc4ccccc43)C2)cc1,0.2716,3.690410068,3.2923,3.0207
6971,c1ccc(C2(c3ccccc3)CC(c3cccc4cc5ccccc5cc34)CC(n3cnc4ccccc43)C2)cc1,1.4125,3.547550218,3.212,1.7995
6972,c1ccc(C2(c3ccccc3)CC(c3ncon3)CC(c3nc4ccccc4o3)C2)cc1,1.4836,5.585956192,4.9863,3.5027
6973,c1ccc(C2(c3ccccc3)CC(c3nnn[nH]3)CC(c3nc4ccccc4o3)C2)cc1,1.1157,5.195200488,4.6368,3.5211
6974,c1ccc(C2(c3ccccc3)CC(c3nc4ccccc4o3)CC(c3ccnc4ccncc34)C2)cc1,1.1115,4.514643374,3.961,2.8495
6975,c1ccc(C2(c3ccccc3)CC(c3cnc4sc5ncccc5c4c3)CC(c3nc4ccccc4o3)C2)cc1,0.8984,4.68172137,4.0299,3.1315
6976,c1ccc(C2(c3ccccc3)CC(c3cnoc3)CC(n3nnc4ccccc43)C2)cc1,1.3205,5.08308952,4.5339,3.2134
6977,c1ccc(C2(c3ccccc3)CC(c3nnc[nH]3)CC(n3nnc4ccccc43)C2)cc1,0.7758,4.429199578,3.9183,3.1425
6978,Cn1cnc2c(C3CC(n4nnc5ccccc54)CC(c4ccccc4)(c4ccccc4)C3)cccc21,1.2858,4.904310622,4.4935,3.2077
6979,O=[SH](=O)c1cccc(C2CC(n3nnc4ccccc43)CC(c3ccccc3)(c3ccccc3)C2)c1,1.3395,5.06948382,4.5432,3.2037
6980,c1ccc(C2(c3ccccc3)CC(c3ccc(-c4ncccn4)cc3)CC(n3nnc4ccccc43)C2)cc1,1.1258,4.783492006,4.1547,3.0289
6981,c1ccc(C2(c3ccccc3)CC(c3c[nH]c4nc5occc5nc34)CC(n3nnc4ccccc43)C2)cc1,0.8836,4.240080348,3.6332,2.7496
6982,c1ccc(C2(c3ccccc3)CC(c3nc4nc5ncoc5cc4o3)CC(n3nnc4ccccc43)C2)cc1,1.1362,4.85179262,4.3505,3.2143
6983,c1ccc(C2(c3ccccc3)CC(c3c4ncsc4cc4ncsc34)CC(n3nnc4ccccc43)C2)cc1,1.0902,4.390831504,3.884,2.7938
6984,c1ccc(C2(c3ccccc3)CC(c3ccc4cnccc4c3)CC(c3cccc4nn[nH]c34)C2)cc1,1.4655,4.7483893,4.2604,2.7949
6985,c1ccc(C2(c3ccccc3)CC(c3ncns3)CC(c3cccc4ncccc34)C2)cc1,1.2956,4.619679378,4.035,2.7394
6986,O=C1C=CC(=O)C(C2CC(c3cccc4ncccc34)CC(c3ccccc3)(c3ccccc3)C2)=C1,0.1602,2.509707422,2.1064,1.9462
6987,c1ccc(C2(c3ccccc3)CC(c3cccc4ncccc34)CC(c3cccc4ncncc34)C2)cc1,0.9171,4.498588648,3.6888,2.7717
6988,O=Cc1ccc(C=O)c(C2CC(c3cccc4ncccc34)CC(c3ccccc3)(c3ccccc3)C2)c1,0.2735,3.371220346,2.9543,2.6808
6989,c1ccc(C2(c3ccccc3)CC(c3ccc4c(c3)oc3ccccc34)CC(c3cccc4ncccc34)C2)cc1,1.3812,4.631924508,4.1193,2.7381
6990,c1ccc(C2(c3ccccc3)CC(c3ccc4c(c3)[nH]c3ccncc34)CC(c3cccc4ncccc34)C2)cc1,1.2833,4.497772306,4.0068,2.7235
6991,c1ccc(C2(c3ccccc3)CC(c3cnc4c(c3)-c3cccnc3[SiH2:2]4)CC(c3cccc4ncccc34)C2)cc1,1.2231,4.603080424,3.9615,2.7384
